train_loss,val_loss,accuracy
0.16578039526939392,0.25186610221862793,0.8918918967247009
0.15248802304267883,0.2109665423631668,0.9144144058227539
0.0976475179195404,0.22600820660591125,0.9144144058227539
0.11450909823179245,0.25256529450416565,0.9189189076423645
0.13486039638519287,0.24176687002182007,0.9099099040031433
0.17297813296318054,0.2258581966161728,0.9144144058227539
0.20084939897060394,0.23396848142147064,0.9189189076423645
0.16739815473556519,0.2884767949581146,0.9054054021835327
0.13512758910655975,0.255389541387558,0.9009009003639221
0.08366459608078003,0.22188258171081543,0.9234234094619751
0.11344767361879349,0.26763495802879333,0.8648648858070374
0.06168369948863983,0.22367024421691895,0.9459459185600281
0.1341239959001541,0.3077245056629181,0.8783783912658691
0.10594064742326736,0.1792602390050888,0.9369369149208069
0.09794598817825317,0.16954301297664642,0.954954981803894
0.05540959909558296,0.15789102017879486,0.9324324131011963
0.05373423919081688,0.18480229377746582,0.9279279112815857
0.041086792945861816,0.2630634605884552,0.8963963985443115
0.053345270454883575,0.27847912907600403,0.9009009003639221
0.03870014846324921,0.20190837979316711,0.9234234094619751
0.029131056740880013,0.18102115392684937,0.9324324131011963
0.021528614684939384,0.13182562589645386,0.9594594836235046
0.018915293738245964,0.14932017028331757,0.9369369149208069
0.031364407390356064,0.19017265737056732,0.9369369149208069
0.025185663253068924,0.13760389387607574,0.9504504799842834
0.03199589625000954,0.20832327008247375,0.9324324131011963
0.014810481108725071,0.14512944221496582,0.9459459185600281
0.008094379678368568,0.1328224092721939,0.954954981803894
0.014543396420776844,0.15024122595787048,0.9369369149208069
0.015285296365618706,0.14949479699134827,0.9414414167404175
